338.8,111.88,81.71,15.65
333.8,111.88,81.71,15.65
323.8,111.88,81.71,15.65
303.8,116.88,81.71,15.65
298.8,116.88,81.71,15.65
293.8,116.88,81.71,15.65
288.8,116.88,81.71,15.65
263.8,106.88,81.71,15.65
263.8,106.88,81.71,15.65
263.8,106.88,81.71,15.65
263.8,101.88,81.71,15.65
258.8,101.88,81.71,15.65
258.8,96.88,81.71,15.65
253.8,86.88,81.71,15.65
253.8,81.88,81.71,15.65
248.8,61.88,81.71,15.65
248.8,61.88,81.71,15.65
248.8,56.88,81.71,15.65
248.8,51.88,81.71,15.65
248.8,51.88,81.71,15.65
248.8,56.88,81.71,15.65
248.8,56.88,81.71,15.65
248.8,46.88,81.71,15.65
253.8,46.88,81.71,15.65
253.8,36.88,81.71,15.65
258.8,36.88,81.71,15.65
253.8,36.88,81.71,15.65
253.8,36.88,81.71,15.65
253.8,41.88,81.71,15.65
243.8,51.88,81.71,15.65
233.8,61.88,81.71,15.65
243.8,71.88,81.71,15.65
253.8,86.88,81.71,15.65
268.8,96.88,81.71,15.65
278.8,96.88,81.71,15.65
288.8,96.88,81.71,15.65
283.8,66.88,81.71,15.65
273.8,56.88,81.71,15.65
278.8,66.88,81.71,15.65
288.8,61.88,81.71,15.65
293.8,61.88,81.71,15.65
293.8,66.88,81.71,15.65
293.8,66.88,81.71,15.65
158.8,51.88,81.71,15.65
158.8,51.88,81.71,15.65
158.8,56.88,81.71,15.65
158.8,51.88,81.71,15.65
158.8,51.88,81.71,15.65
158.8,51.88,81.71,15.65
158.8,51.88,81.71,15.65
158.8,51.88,81.71,15.65
158.8,51.88,81.71,15.65
218.8,111.88,81.71,15.65
213.8,131.88,81.71,15.65
208.8,131.88,81.71,15.65
198.8,136.88,81.71,15.65
198.8,136.88,81.71,15.65
213.8,131.88,81.71,15.65
228.8,126.88,81.71,15.65
233.8,121.88,81.71,15.65
228.8,116.88,81.71,15.65
228.8,111.88,81.71,15.65
218.8,111.88,81.71,15.65
188.8,161.88,81.71,15.65
193.8,176.88,81.71,15.65
193.8,181.88,81.71,15.65
188.8,191.88,81.71,15.65
183.8,216.88,81.71,15.65
178.8,216.88,81.71,15.65
188.8,201.88,81.71,15.65
193.8,196.88,81.71,15.65
193.8,201.88,81.71,15.65
193.8,216.88,81.71,15.65
193.8,226.88,81.71,15.65
198.8,231.88,81.71,15.65
198.8,241.88,81.71,15.65
203.8,246.88,81.71,15.65
203.8,251.88,81.71,15.65
203.8,256.88,81.71,15.65
203.8,261.88,81.71,15.65
208.8,266.88,81.71,15.65
213.8,276.88,81.71,15.65
213.8,281.88,81.71,15.65
218.8,291.88,81.71,15.65
223.8,301.88,81.71,15.65
223.8,301.88,81.71,15.65
228.8,301.88,81.71,15.65
228.8,306.88,81.71,15.65
228.8,311.88,81.71,15.65
228.8,316.88,81.71,15.65
233.8,321.88,81.71,15.65
233.8,326.88,81.71,15.65
233.8,331.88,81.71,15.65
233.8,341.88,81.71,15.65
233.8,366.88,81.71,15.65
238.8,356.88,81.71,15.65
238.8,356.88,81.71,15.65
238.8,361.88,81.71,15.65
233.8,371.88,81.71,15.65
233.8,381.88,81.71,15.65
228.8,391.88,81.71,15.65
228.8,391.88,81.71,15.65
223.8,401.88,81.71,15.65
218.8,411.88,81.71,15.65
218.8,416.88,81.71,15.65
218.8,421.88,81.71,15.65
213.8,426.88,81.71,15.65
213.8,426.88,81.71,15.65
213.8,431.88,81.71,15.65
213.8,431.88,81.71,15.65
213.8,436.88,81.71,15.65
213.8,436.88,81.71,15.65
213.8,441.88,81.71,15.65
213.8,441.88,81.71,15.65
213.8,441.88,81.71,15.65
213.8,446.88,81.71,15.65
213.8,441.88,81.71,15.65
208.8,461.88,81.71,15.65
208.8,461.88,81.71,15.65
208.8,466.88,81.71,15.65
213.8,476.88,81.71,15.65
213.8,476.88,81.71,15.65
213.8,496.88,81.71,15.65
213.8,501.88,81.71,15.65
218.8,511.88,81.71,15.65
223.8,516.88,81.71,15.65
228.8,536.88,81.71,15.65
228.8,536.88,81.71,15.65
228.8,556.88,81.71,15.65
228.8,546.88,81.71,15.65
233.8,546.88,81.71,15.65
233.8,546.88,81.71,15.65
233.8,546.88,81.71,15.65
228.8,556.88,81.71,15.65
228.8,561.88,81.71,15.65
228.8,566.88,81.71,15.65
228.8,566.88,81.71,15.65
228.8,571.88,81.71,15.65
228.8,566.88,81.71,15.65
223.8,581.88,81.71,15.65
223.8,591.88,81.71,15.65
223.8,596.88,81.71,15.65
198.8,596.88,81.71,15.65
188.8,611.88,81.71,15.65
228.8,581.88,81.71,15.65
338.8,576.88,81.71,15.65
358.8,561.88,81.71,15.65
373.8,551.88,81.71,15.65
388.8,541.88,81.71,15.65
403.8,531.88,81.71,15.65
413.8,526.88,81.71,15.65
423.8,516.88,81.71,15.65
438.8,506.88,81.71,15.65
428.8,501.88,81.71,15.65
423.8,501.88,81.71,15.65
428.8,501.88,81.71,15.65
428.8,501.88,81.71,15.65
438.8,511.88,81.71,15.65
458.8,536.88,81.71,15.65
458.8,536.88,81.71,15.65
458.8,531.88,81.71,15.65
453.8,531.88,81.71,15.65
458.8,551.88,81.71,15.65
