509.0,289.0,18.0,32.0
509.0,289.0,18.0,32.0
509.0,289.0,18.0,32.0
509.0,289.0,18.0,32.0
509.0,289.0,18.0,32.0
509.0,287.0,18.0,32.0
509.0,287.0,18.0,32.0
509.0,287.0,18.0,32.0
509.0,287.0,18.0,32.0
509.0,287.0,18.0,32.0
509.0,287.0,18.0,32.0
509.0,287.0,18.0,32.0
509.0,287.0,18.0,32.0
509.0,287.0,18.0,32.0
509.0,287.0,18.0,32.0
509.0,287.0,18.0,32.0
509.0,287.0,18.0,32.0
509.0,287.0,18.0,32.0
509.0,287.0,18.0,32.0
509.0,287.0,18.0,32.0
509.0,287.0,18.0,32.0
509.0,287.0,18.0,32.0
509.0,287.0,18.0,32.0
509.0,287.0,18.0,32.0
507.0,287.0,18.0,32.0
507.0,287.0,18.0,32.0
507.0,287.0,18.0,32.0
507.0,287.0,18.0,32.0
507.0,287.0,18.0,32.0
507.0,287.0,18.0,32.0
507.0,287.0,18.0,32.0
507.0,287.0,18.0,32.0
505.0,287.0,18.0,32.0
505.0,287.0,18.0,32.0
505.0,289.0,18.0,32.0
505.0,289.0,18.0,32.0
505.0,289.0,18.0,32.0
503.0,289.0,18.0,32.0
503.0,289.0,18.0,32.0
503.0,289.0,18.0,32.0
503.0,289.0,18.0,32.0
501.0,289.0,18.0,32.0
501.0,291.0,18.0,32.0
501.0,291.0,18.0,32.0
499.0,291.0,18.0,32.0
499.0,291.0,18.0,32.0
499.0,291.0,18.0,32.0
497.0,291.0,18.0,32.0
497.0,291.0,18.0,32.0
497.0,291.0,18.0,32.0
497.0,291.0,18.0,32.0
495.0,291.0,18.0,32.0
495.0,291.0,18.0,32.0
495.0,291.0,18.0,32.0
493.0,291.0,18.0,32.0
493.0,291.0,18.0,32.0
493.0,291.0,18.0,32.0
493.0,291.0,18.0,32.0
491.0,291.0,18.0,32.0
491.0,291.0,18.0,32.0
491.0,291.0,18.0,32.0
491.0,291.0,18.0,32.0
491.0,291.0,18.0,32.0
489.0,291.0,18.0,32.0
489.0,291.0,18.0,32.0
489.0,291.0,18.0,32.0
489.0,291.0,18.0,32.0
489.0,291.0,18.0,32.0
487.0,291.0,18.0,32.0
487.0,291.0,18.0,32.0
487.0,289.0,18.0,32.0
487.0,289.0,18.0,32.0
487.0,289.0,18.0,32.0
487.0,289.0,18.0,32.0
487.0,289.0,18.0,32.0
485.0,289.0,18.0,32.0
485.0,289.0,18.0,32.0
485.0,287.0,18.0,32.0
485.0,287.0,18.0,32.0
485.0,287.0,18.0,32.0
485.0,287.0,18.0,32.0
485.0,287.0,18.0,32.0
483.0,285.0,18.0,32.0
483.0,285.0,18.0,32.0
483.0,285.0,18.0,32.0
483.0,285.0,18.0,32.0
483.0,285.0,18.0,32.0
483.0,283.0,18.0,32.0
483.0,283.0,18.0,32.0
483.0,283.0,18.0,32.0
483.0,283.0,18.0,32.0
483.0,281.0,18.0,32.0
483.0,281.0,18.0,32.0
481.0,281.0,18.0,32.0
481.0,281.0,18.0,32.0
481.0,281.0,18.0,32.0
481.0,279.0,18.0,32.0
481.0,279.0,18.0,32.0
481.0,279.0,18.0,32.0
481.0,279.0,18.0,32.0
481.0,279.0,18.0,32.0
479.0,277.0,18.0,32.0
479.0,277.0,18.0,32.0
479.0,277.0,18.0,32.0
477.0,277.0,18.0,32.0
477.0,277.0,18.0,32.0
477.0,277.0,18.0,32.0
475.0,277.0,18.0,32.0
475.0,277.0,18.0,32.0
473.0,277.0,18.0,32.0
473.0,277.0,18.0,32.0
471.0,277.0,18.0,32.0
469.0,275.0,18.0,32.0
469.0,275.0,18.0,32.0
467.0,275.0,18.0,32.0
467.0,275.0,18.0,32.0
465.0,275.0,18.0,32.0
463.0,275.0,18.0,32.0
461.0,275.0,18.0,32.0
461.0,275.0,18.0,32.0
459.0,275.0,18.0,32.0
457.0,275.0,18.0,32.0
455.0,275.0,18.0,32.0
455.0,275.0,18.0,32.0
453.0,275.0,18.0,32.0
453.0,275.0,18.0,32.0
453.0,275.0,18.0,32.0
453.0,275.0,18.0,32.0
451.0,275.0,18.0,32.0
451.0,275.0,18.0,32.0
451.0,275.0,18.0,32.0
449.0,275.0,18.0,32.0
449.0,275.0,18.0,32.0
447.0,275.0,18.0,32.0
447.0,275.0,18.0,32.0
445.0,275.0,18.0,32.0
443.0,275.0,18.0,32.0
441.0,275.0,18.0,32.0
439.0,275.0,18.0,32.0
437.0,275.0,18.0,32.0
435.0,275.0,18.0,32.0
433.0,275.0,18.0,32.0
429.0,275.0,18.0,32.0
427.0,275.0,18.0,32.0
425.0,275.0,18.0,32.0
425.0,275.0,18.0,32.0
423.0,275.0,18.0,32.0
421.0,275.0,18.0,32.0
421.0,275.0,18.0,32.0
419.0,275.0,18.0,32.0
419.0,275.0,18.0,32.0
417.0,275.0,18.0,32.0
417.0,275.0,18.0,32.0
415.0,275.0,18.0,32.0
415.0,275.0,18.0,32.0
